?cls	?pred	?val	?synType
<http://dbpedia.org/resource/Finland>	<http://www.w3.org/2000/01/rdf-schema#label>	"Finland"@en	
<http://dbpedia.org/resource/Croatia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Croatia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0775>	<http://www.w3.org/2000/01/rdf-schema#label>	"Papuan Highlands in New Guinea (HGDP)"	
<http://dbpedia.org/resource/Pitcairn_Islands>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pitcairn Islands"	
<http://purl.obolibrary.org/obo/HANCESTRO_0385>	<http://www.w3.org/2000/01/rdf-schema#label>	"Romanian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0544>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nigerian"@en	
<http://dbpedia.org/resource/Togo>	<http://www.w3.org/2000/01/rdf-schema#label>	"Togo"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0761>	<http://www.w3.org/2000/01/rdf-schema#label>	"Orcadian in Orkney (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0769>	<http://www.w3.org/2000/01/rdf-schema#label>	"Toscani in Italy (1KGP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0849>	<http://www.w3.org/2000/01/rdf-schema#label>	"East Asian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0313>	<http://www.w3.org/2000/01/rdf-schema#label>	"Old Order Amish"@en	
<http://dbpedia.org/resource/Czech_Republic>	<http://www.w3.org/2000/01/rdf-schema#label>	"Czech Republic"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0530>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ivoirian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0538>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bissau-Guinean"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0835>	<http://www.w3.org/2000/01/rdf-schema#label>	"Polish in Poland (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0753>	<http://www.w3.org/2000/01/rdf-schema#label>	"Han Chinese in Beijing, China (1KGP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0700>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tubalar in Russia (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0618>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nahua"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0791>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kalash in Pakistan (SGDP)"	
<http://dbpedia.org/resource/Palestinian_territories>	<http://www.w3.org/2000/01/rdf-schema#label>	"Palestinian Territories"	
<http://purl.obolibrary.org/obo/HANCESTRO_0799>	<http://www.w3.org/2000/01/rdf-schema#label>	"Relli in India (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0052>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Melanesia"	
<http://purl.obolibrary.org/obo/HANCESTRO_0307>	<http://www.w3.org/2000/01/rdf-schema#label>	"Italian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0411>	<http://www.w3.org/2000/01/rdf-schema#label>	"Guatemalan"@en	
<http://dbpedia.org/resource/Dominican_Republic>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dominican Republic"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0398>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bahamian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0419>	<http://www.w3.org/2000/01/rdf-schema#label>	"Paraguayan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0560>	<http://www.w3.org/2000/01/rdf-schema#label>	"Northern Finnish founder"	
<http://purl.obolibrary.org/obo/HANCESTRO_0337>	<http://www.w3.org/2000/01/rdf-schema#label>	"Jamaican"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0568>	<http://www.w3.org/2000/01/rdf-schema#label>	"African American"	
<http://purl.obolibrary.org/obo/HANCESTRO_0716>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hezhen in China (HGDP)"	
<http://dbpedia.org/resource/Jamaica>	<http://www.w3.org/2000/01/rdf-schema#label>	"Jamaica"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0037>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Northern Africa"	
<http://dbpedia.org/resource/Saint_Pierre_and_Miquelon>	<http://www.w3.org/2000/01/rdf-schema#label>	"Saint Pierre and Miquelon"	
<http://purl.obolibrary.org/obo/HANCESTRO_0713>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dai in China (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0424>	<http://www.w3.org/2000/01/rdf-schema#label>	"Saint Vincentian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0655>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mozabite in Algeria (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0573>	<http://www.w3.org/2000/01/rdf-schema#label>	"Native Hawaiian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0790>	<http://www.w3.org/2000/01/rdf-schema#label>	"Irula in India (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0729>	<http://www.w3.org/2000/01/rdf-schema#label>	"Yi in China (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0342>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kazakhstani"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0671>	<http://www.w3.org/2000/01/rdf-schema#label>	"Maya in Mexico (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0782>	<http://www.w3.org/2000/01/rdf-schema#label>	"Maori in New Zealand (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0679>	<http://www.w3.org/2000/01/rdf-schema#label>	"Piapoco in Colombia (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0551>	<http://www.w3.org/2000/01/rdf-schema#label>	"genetically homogenous Irish"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0616>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mazateco"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0602>	<http://www.w3.org/2000/01/rdf-schema#label>	"geography-based population category"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0833>	<http://www.w3.org/2000/01/rdf-schema#label>	"Orcadian in Orkney Islands (SGDP)"	
<http://dbpedia.org/resource/Kosovo>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kosovo"	
<http://dbpedia.org/resource/Somalia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Somalia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0402>	<http://www.w3.org/2000/01/rdf-schema#label>	"Caymanian"@en	
<http://dbpedia.org/resource/Wallis_and_Futuna>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wallis and Futuna"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0440>	<http://www.w3.org/2000/01/rdf-schema#label>	"Israeli"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0448>	<http://www.w3.org/2000/01/rdf-schema#label>	"Qatari"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0663>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gambian in Western Division, The Gambia - Jola (GGVP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0432>	<http://www.w3.org/2000/01/rdf-schema#label>	"Armenian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0657>	<http://www.w3.org/2000/01/rdf-schema#label>	"Somali in Kenya (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0846>	<http://www.w3.org/2000/01/rdf-schema#label>	"Native American"	
<http://purl.obolibrary.org/obo/HANCESTRO_0453>	<http://www.w3.org/2000/01/rdf-schema#label>	"Yemeni"@en	
<http://dbpedia.org/resource/Holy_See>	<http://www.w3.org/2000/01/rdf-schema#label>	"Holy See"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0371>	<http://www.w3.org/2000/01/rdf-schema#label>	"Latvian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0676>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mayan in Mexico (SGDP)"	
<http://dbpedia.org/resource/Tonga>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kingdom of Tonga"	
<http://purl.obolibrary.org/obo/HANCESTRO_0615>	<http://www.w3.org/2000/01/rdf-schema#label>	"Zapoteco"@en	
<http://dbpedia.org/resource/Laos>	<http://www.w3.org/2000/01/rdf-schema#label>	"Laos"	
<http://purl.obolibrary.org/obo/HANCESTRO_0830>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lezgin in Russia (SGDP)"	
<http://dbpedia.org/resource/Vanuatu>	<http://www.w3.org/2000/01/rdf-schema#label>	"Vanuatu"@en	
<http://dbpedia.org/resource/Central_African_Republic>	<http://www.w3.org/2000/01/rdf-schema#label>	"Central African Republic"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0580>	<http://www.w3.org/2000/01/rdf-schema#label>	"Malaysian Chinese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0445>	<http://www.w3.org/2000/01/rdf-schema#label>	"Moroccan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0662>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gambian in Western Division, The Gambia - Fula (GGVP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0854>	<http://www.w3.org/2000/01/rdf-schema#label>	"Karitiana"	
<http://purl.obolibrary.org/obo/HANCESTRO_0431>	<http://www.w3.org/2000/01/rdf-schema#label>	"Algerian"@en	
<http://dbpedia.org/resource/Niger>	<http://www.w3.org/2000/01/rdf-schema#label>	"Niger"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0356>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chilean"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0018>	<http://www.w3.org/2000/01/rdf-schema#label>	"uncategorised population"	
<http://purl.obolibrary.org/obo/HANCESTRO_0439>	<http://www.w3.org/2000/01/rdf-schema#label>	"Iraqi"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0461>	<http://www.w3.org/2000/01/rdf-schema#label>	"Syrian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0692>	<http://www.w3.org/2000/01/rdf-schema#label>	"Eskimo Naukan in Russia (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0469>	<http://www.w3.org/2000/01/rdf-schema#label>	"I-Kiribati"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0796>	<http://www.w3.org/2000/01/rdf-schema#label>	"Makrani in Pakistan (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0623>	<http://www.w3.org/2000/01/rdf-schema#label>	"Quechua"@en	
<http://dbpedia.org/resource/United_Arab_Emirates>	<http://www.w3.org/2000/01/rdf-schema#label>	"United Arab Emirates"@en	
<http://dbpedia.org/resource/Saudi_Arabia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Saudi Arabia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0334>	<http://www.w3.org/2000/01/rdf-schema#label>	"Antiguan or Barbudan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0565>	<http://www.w3.org/2000/01/rdf-schema#label>	"Split founder"	
<http://dbpedia.org/resource/Saint_Martin>	<http://www.w3.org/2000/01/rdf-schema#label>	"Saint Martin"@en	
<http://dbpedia.org/resource/Falkland_Islands>	<http://www.w3.org/2000/01/rdf-schema#label>	"Falkland Islands"	
<http://purl.obolibrary.org/obo/HANCESTRO_0806>	<http://www.w3.org/2000/01/rdf-schema#label>	"Indian Telugu in the UK (1KGP)"	
<http://dbpedia.org/resource/Gibraltar>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gibraltar"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0867>	<http://www.w3.org/2000/01/rdf-schema#label>	"Scottish"	
<http://dbpedia.org/resource/Chad>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chad"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0636>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mandenka in Senegal (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0710>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sindhi in Pakistan (HGDP)"	
<http://dbpedia.org/resource/Cayman_Islands>	<http://www.w3.org/2000/01/rdf-schema#label>	"Cayman Islands"@en	
<http://dbpedia.org/resource/Martinique>	<http://www.w3.org/2000/01/rdf-schema#label>	"Martinique"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0474>	<http://www.w3.org/2000/01/rdf-schema#label>	"Niuean"@en	
<http://dbpedia.org/resource/Vietnam>	<http://www.w3.org/2000/01/rdf-schema#label>	"Vietnam"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0691>	<http://www.w3.org/2000/01/rdf-schema#label>	"Eskimo Chaplin in Russia (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0460>	<http://www.w3.org/2000/01/rdf-schema#label>	"South Sudanese"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0578>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hui"	
<http://dbpedia.org/resource/Chile>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chile"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0740>	<http://www.w3.org/2000/01/rdf-schema#label>	"Korean in Korea (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0517>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sierra Leonean"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0748>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tujia in China (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0734>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dai in China (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0347>	<http://www.w3.org/2000/01/rdf-schema#label>	"Austrian"@en	
<http://dbpedia.org/resource/Burundi>	<http://www.w3.org/2000/01/rdf-schema#label>	"Burundi"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0814>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bulgarian in Bulgaria (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0490>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pakistani"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0377>	<http://www.w3.org/2000/01/rdf-schema#label>	"Montenegrin"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0503>	<http://www.w3.org/2000/01/rdf-schema#label>	"Cameroonian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0009>	<http://www.w3.org/2000/01/rdf-schema#label>	"East Asian ancestry"	
<http://purl.obolibrary.org/obo/HANCESTRO_0594>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Mende"@en	
<http://dbpedia.org/resource/Luxembourg>	<http://www.w3.org/2000/01/rdf-schema#label>	"Luxembourg"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0800>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sindhi in Pakistan (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0363>	<http://www.w3.org/2000/01/rdf-schema#label>	"French"@en	
<http://dbpedia.org/resource/Andorra>	<http://www.w3.org/2000/01/rdf-schema#label>	"Andorra"@en	
<http://dbpedia.org/resource/Austria>	<http://www.w3.org/2000/01/rdf-schema#label>	"Austria"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0522>	<http://www.w3.org/2000/01/rdf-schema#label>	"Angolan"@en	
<http://dbpedia.org/resource/Western_Sahara>	<http://www.w3.org/2000/01/rdf-schema#label>	"Western Sahara"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0516>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Seychellois"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0747>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tu in China (SGDP)"	
<http://dbpedia.org/resource/Nicaragua>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nicaragua"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0731>	<http://www.w3.org/2000/01/rdf-schema#label>	"Atayal in Taiwan (SGDP)"	
<http://dbpedia.org/resource/Lesotho>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lesotho"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0827>	<http://www.w3.org/2000/01/rdf-schema#label>	"Iranian in Iran (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0813>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bergamo in Italy(Bergamo) (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0777>	<http://www.w3.org/2000/01/rdf-schema#label>	"Australian in Australia (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0376>	<http://www.w3.org/2000/01/rdf-schema#label>	"Monegasque"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0500>	<http://www.w3.org/2000/01/rdf-schema#label>	"Thai"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0642>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bantu Tswana in Botswana Or Namibia (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0599>	<http://www.w3.org/2000/01/rdf-schema#label>	"ethnicity descriptor"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0546>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Swazi"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0708>	<http://www.w3.org/2000/01/rdf-schema#label>	"Makrani in Pakistan (HGDP)"	
<http://dbpedia.org/resource/Sierra_Leone>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sierra Leone"@en	
<http://dbpedia.org/resource/Benin>	<http://www.w3.org/2000/01/rdf-schema#label>	"Benin"@en	
<http://dbpedia.org/resource/Ecuador>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ecuador"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0030>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Asia"	
<http://dbpedia.org/resource/Palau>	<http://www.w3.org/2000/01/rdf-schema#label>	"Palau"@en	
<http://dbpedia.org/resource/Algeria>	<http://www.w3.org/2000/01/rdf-schema#label>	"Algeria"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0488>	<http://www.w3.org/2000/01/rdf-schema#label>	"Maldivian"@en	
<http://dbpedia.org/resource/Senegal>	<http://www.w3.org/2000/01/rdf-schema#label>	"Senegal"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0315>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hutterite"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0851>	<http://www.w3.org/2000/01/rdf-schema#label>	"Central Asian"	
<http://dbpedia.org/resource/Turkey>	<http://www.w3.org/2000/01/rdf-schema#label>	"Turkey"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0015>	<http://www.w3.org/2000/01/rdf-schema#label>	"Greater Middle Eastern (Middle Eastern or North African or Persian)"@en	
<http://dbpedia.org/resource/Taiwan>	<http://www.w3.org/2000/01/rdf-schema#label>	"Taiwan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0755>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kinh in Ho Chi Minh City, Vietnam (1KGP)"	
<http://dbpedia.org/resource/Switzerland>	<http://www.w3.org/2000/01/rdf-schema#label>	"Switzerland"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0392>	<http://www.w3.org/2000/01/rdf-schema#label>	"Spanish"	
<http://purl.obolibrary.org/obo/HANCESTRO_0466>	<http://www.w3.org/2000/01/rdf-schema#label>	"Fijian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0697>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mansi in Russia (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0524>	<http://www.w3.org/2000/01/rdf-schema#label>	"Motswana"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0620>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wayúu"@en	
<http://dbpedia.org/resource/Barbados>	<http://www.w3.org/2000/01/rdf-schema#label>	"Barbados"@en	
<http://dbpedia.org/resource/Poland>	<http://www.w3.org/2000/01/rdf-schema#label>	"Poland"@en	
<http://dbpedia.org/resource/Zimbabwe>	<http://www.w3.org/2000/01/rdf-schema#label>	"Zimbabwe"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0559>	<http://www.w3.org/2000/01/rdf-schema#label>	"Italian founder"	
<http://purl.obolibrary.org/obo/HANCESTRO_0320>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dutch"@en	
<http://dbpedia.org/resource/French_Guiana>	<http://www.w3.org/2000/01/rdf-schema#label>	"French Guiana"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0328>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete_Caribbean"@en	
<http://dbpedia.org/resource/Slovakia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Slovakia"@en	
<http://dbpedia.org/resource/Syria>	<http://www.w3.org/2000/01/rdf-schema#label>	"Syria"@en	
<http://dbpedia.org/resource/Argentina>	<http://www.w3.org/2000/01/rdf-schema#label>	"Argentina"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0760>	<http://www.w3.org/2000/01/rdf-schema#label>	"French in France (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0864>	<http://www.w3.org/2000/01/rdf-schema#label>	"Afro-Latin"	
<http://purl.obolibrary.org/obo/HANCESTRO_0768>	<http://www.w3.org/2000/01/rdf-schema#label>	"Iberian populations in Spain (1KGP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0707>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kalash in Pakistan (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0633>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bantu in Kenya (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0426>	<http://www.w3.org/2000/01/rdf-schema#label>	"Trinidadian or Tobagonian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0537>	<http://www.w3.org/2000/01/rdf-schema#label>	"Guinean"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0479>	<http://www.w3.org/2000/01/rdf-schema#label>	"Solomon Islander"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0286>	<http://www.w3.org/2000/01/rdf-schema#label>	"Central Asian ancestry"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0410>	<http://www.w3.org/2000/01/rdf-schema#label>	"Grenadian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0306>	<http://www.w3.org/2000/01/rdf-schema#label>	"admixed ancestry"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0397>	<http://www.w3.org/2000/01/rdf-schema#label>	"Argentine"@en	
<http://dbpedia.org/resource/Belize>	<http://www.w3.org/2000/01/rdf-schema#label>	"Belize"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0418>	<http://www.w3.org/2000/01/rdf-schema#label>	"Panamanian"@en	
<http://dbpedia.org/resource/Kazakhstan>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kazakhstan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0715>	<http://www.w3.org/2000/01/rdf-schema#label>	"Han in China (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0819>	<http://www.w3.org/2000/01/rdf-schema#label>	"English in England (SGDP)"	
<http://dbpedia.org/resource/Hong_Kong>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hong Kong"	
<http://purl.obolibrary.org/obo/HANCESTRO_0006>	<http://www.w3.org/2000/01/rdf-schema#label>	"South Asian ancestry"	
<http://purl.obolibrary.org/obo/HANCESTRO_0495>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lao"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0044>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Eastern Europe"	
<http://purl.obolibrary.org/obo/HANCESTRO_0404>	<http://www.w3.org/2000/01/rdf-schema#label>	"Costa Rican"@en	
<http://dbpedia.org/resource/Comoros>	<http://www.w3.org/2000/01/rdf-schema#label>	"Comoros"@en	
